,hhid,year,month,kwh,t
1539,5949,2013,3,0.463325918,3
1540,5949,2013,4,0.519415764,4
1541,5949,2013,5,0.975263732,5
1542,5949,2013,6,1.385387037,6
1543,5949,2013,7,1.705590348,7
1544,5949,2013,8,2.065843593,8
1545,5949,2013,9,1.471904028,9
1546,5949,2013,10,0.763815838,10
1547,5949,2013,11,0.548333079,11
1548,5949,2013,12,0.695945699,12
1549,5949,2014,1,0.606109162,13
1550,5949,2014,2,0.585253497,14
1551,5949,2014,3,0.520066174,15
1552,5949,2014,4,0.649040324,16
1553,5949,2014,5,0.847530533,17
1554,5949,2014,6,1.584031227,18
1555,5949,2014,7,1.843860609,19
1556,5949,2014,8,2.088366062,20
1557,5949,2014,9,1.359151204,21
1558,5949,2014,10,0.87401138,22
1559,5949,2014,11,0.565671921,23
1560,5949,2014,12,0.631721752,24
1561,5972,2013,1,0.960929391,1
1562,5972,2013,2,0.868167832,2
1563,5972,2013,3,0.880399642,3
1564,5972,2013,4,1.037010903,4
1565,5972,2013,5,1.542000493,5
1566,5972,2013,6,2.271704421,6
1567,5972,2013,7,2.48698013,7
1568,5972,2013,8,2.775774597,8
1569,5972,2013,9,2.102984421,9
1570,5972,2013,10,1.292463396,10
1571,5972,2013,11,0.943708148,11
1572,5972,2013,12,1.41935849,12
1573,5972,2014,1,1.205606832,13
1574,5972,2014,2,1.089444841,14
1575,5972,2014,3,1.081645721,15
1576,5972,2014,4,1.116859167,16
1577,5972,2014,5,1.375289964,17
1578,5972,2014,6,1.709989954,18
1579,5972,2014,7,2.202953786,19
1580,5972,2014,8,2.375373365,20
1581,5972,2014,9,1.987460741,21
1582,5972,2014,10,1.447731317,22
1583,5972,2014,11,0.919751852,23
1584,5972,2014,12,1.132978383,24
1585,6072,2013,1,0.93249142,1
1586,6072,2013,2,0.910441195,2
1587,6072,2013,3,0.789729503,3
1588,6072,2013,4,1.016315556,4
1589,6072,2013,5,1.192635551,5
1590,6072,2013,6,1.565814931,6
1591,6072,2013,7,1.807012142,7
1592,6072,2013,8,2.117664718,8
1593,6072,2013,9,1.646222315,9
1594,6072,2013,10,0.733003114,10
1595,6072,2013,11,0.896524444,11
1596,6072,2013,12,1.158605981,12
1597,6072,2014,1,1.034970677,13
1598,6072,2014,2,1.056569717,14
1599,6072,2014,3,0.855577845,15
1600,6072,2014,4,1.038818958,16
1601,6072,2014,5,1.244268011,17
1602,6072,2014,6,1.77162956,18
1603,6072,2014,7,1.918792159,19
1604,6072,2014,8,2.218272625,20
1605,6072,2014,9,1.776935,21
1606,6072,2014,10,1.276366263,22
1607,6072,2014,11,1.171606181,23
1608,6072,2014,12,1.198768907,24
1609,6101,2013,1,0.905534498,1
1610,6101,2013,2,1.023858209,2
1611,6101,2013,3,0.675908266,3
1612,6101,2013,4,0.972938588,4
1613,6101,2013,5,1.04973134,5
1614,6101,2013,6,1.424184583,6
1615,6101,2013,7,1.159294176,7
1616,6101,2013,8,1.404343033,8
1617,6101,2013,9,1.409283171,9
1618,6101,2013,10,1.056032527,10
1619,6101,2013,11,0.972177801,11
1620,6101,2013,12,0.937783893,12
1621,6101,2014,1,0.665444467,13
1622,6101,2014,2,0.851495883,14
1623,6101,2014,3,0.846602218,15
1624,6101,2014,4,0.926242894,16
1625,6101,2014,5,1.218472491,17
1626,6101,2014,6,1.616377222,18
1627,6101,2014,7,1.606548992,19
1628,6101,2014,8,1.584934185,20
1629,6101,2014,9,1.367512593,21
1630,6101,2014,10,1.262185327,22
1631,6101,2014,11,0.74648,23
1632,6101,2014,12,0.678992608,24
1633,6266,2013,1,0.965760708,1
1634,6266,2013,2,0.965840104,2
1635,6266,2013,3,1.022513553,3
1636,6266,2013,4,1.025146736,4
1637,6266,2013,5,1.445964852,5
1638,6266,2013,6,2.362634491,6
1639,6266,2013,7,2.505778539,7
1640,6266,2013,8,2.632501837,8
1641,6266,2013,9,2.163860648,9
1642,6266,2013,10,1.415188934,10
1643,6266,2013,11,0.930752755,11
1644,6266,2013,12,0.863071304,12
1645,6266,2014,1,0.90093134,13
1646,6266,2014,2,0.815399603,14
1647,6266,2014,3,0.829687836,15
1648,6266,2014,4,0.998415995,16
1649,6266,2014,5,1.198317047,17
1650,6266,2014,6,1.896099005,18
1651,6266,2014,7,1.894035685,19
1652,6266,2014,8,2.456773723,20
1653,6266,2014,9,1.914666296,21
1654,6266,2014,10,1.59352547,22
1655,6266,2014,11,0.836714954,23
1656,6266,2014,12,0.831686694,24
1657,6423,2013,1,1.140938822,1
1658,6423,2013,2,1.181546106,2
1659,6423,2013,3,1.193973118,3
1660,6423,2013,4,1.25970956,4
1661,6423,2013,5,1.641647715,5
1662,6423,2013,6,2.076646042,6
1663,6423,2013,7,2.203596214,7
1664,6423,2013,8,2.37797276,8
1665,6423,2013,9,2.100355579,9
1666,6423,2013,10,1.291792921,10
1667,6423,2013,11,0.764662593,11
1668,6423,2013,12,0.835689001,12
1669,6423,2014,1,0.874290569,13
1670,6423,2014,2,0.869610094,14
1671,6423,2014,3,0.798086156,15
1672,6423,2014,4,0.932623958,16
1673,6423,2014,5,1.324100179,17
1674,6423,2014,6,1.882116597,18
1675,6423,2014,7,2.035931004,19
1676,6423,2014,8,2.151589763,20
1677,6423,2014,9,1.836023171,21
1678,6423,2014,10,1.525696617,22
1679,6423,2014,11,0.74659125,23
1680,6423,2014,12,0.810312366,24
1681,6643,2013,1,0.630063374,1
1682,6643,2013,2,0.564036508,2
1683,6643,2013,3,0.56508759,3
1684,6643,2013,4,0.616379745,4
1685,6643,2013,5,0.936886156,5
1686,6643,2013,6,1.494823889,6
1687,6643,2013,7,1.406895116,7
1688,6643,2013,8,1.752072737,8
1689,6643,2013,9,1.383435602,9
1690,6643,2013,10,0.887698365,10
1691,6643,2013,11,0.632555486,11
1692,6643,2013,12,0.710948073,12
1693,6643,2014,1,0.731207213,13
1694,6643,2014,2,0.676219271,14
1695,6643,2014,3,0.659843414,15
1696,6643,2014,4,0.741839144,16
1697,6643,2014,5,0.850433602,17
1698,6643,2014,6,1.299862176,18
1699,6643,2014,7,1.33461595,19
1700,6643,2014,8,1.879676591,20
1701,6643,2014,9,1.463308102,21
1702,6643,2014,10,1.067467159,22
1703,6643,2014,11,0.705811157,23
1704,6643,2014,12,0.699378114,24
1705,6673,2013,1,0.389642652,1
1706,6673,2013,2,0.350856176,2
1707,6673,2013,3,0.338175874,3
1708,6673,2013,4,0.375377431,4
1709,6673,2013,5,0.492239068,5
1710,6673,2013,6,0.683013634,6
1711,6673,2013,7,0.906730287,7
1712,6673,2013,8,0.995017272,8
1713,6673,2013,9,0.797857616,9
1714,6673,2013,10,0.439928069,10
1715,6673,2013,11,0.33730831,11
1716,6673,2013,12,0.512666711,12
1717,6673,2014,1,0.369921595,13
1718,6673,2014,2,0.373302654,14
1719,6673,2014,3,0.326040771,15
1720,6673,2014,4,0.378606991,16
1721,6673,2014,5,0.505297603,17
1722,6673,2014,6,0.815152662,18
1723,6673,2014,7,0.950362746,19
1724,6673,2014,8,1.327638889,20
1725,6673,2014,9,1.337234769,21
1726,6673,2014,10,0.528923185,22
1727,6673,2014,11,0.33755037,23
1728,6673,2014,12,0.693915121,24
1729,6910,2013,1,0.785046461,1
1730,6910,2013,2,0.799153869,2
1731,6910,2013,3,0.719427151,3
1732,6910,2013,4,0.763801551,4
1733,6910,2013,5,1.171973006,5
1734,6910,2013,6,1.521158542,6
1735,6910,2013,7,1.804699149,7
1736,6910,2013,8,2.117856362,8
1737,6910,2013,9,1.788136343,9
1738,6910,2013,10,1.019739673,10
1739,6910,2013,11,0.835553495,11
1740,6910,2013,12,0.873789695,12
1741,6910,2014,1,0.910286358,13
1742,6910,2014,2,0.709936235,14
1743,6910,2014,3,0.816300762,15
1744,6910,2014,4,0.973159838,16
1745,6910,2014,5,0.994209498,17
1746,6910,2014,6,1.475873102,18
1747,6910,2014,7,2.04948237,19
1748,6910,2014,8,2.119664606,20
1749,6910,2014,9,1.840398843,21
1750,6910,2014,10,1.210954996,22
1751,6910,2014,11,0.940600718,23
1752,6910,2014,12,1.137478853,24
1753,6941,2013,1,1.717627285,1
1754,6941,2013,2,1.390272123,2
1755,6941,2013,3,1.360047312,3
1756,6941,2013,4,1.101192894,4
1757,6941,2013,5,1.264419041,5
1758,6941,2013,6,2.050076597,6
1759,6941,2013,7,1.659124776,7
1760,6941,2013,8,2.265436178,8
1761,6941,2013,9,1.946138194,9
1762,6941,2013,10,1.359618974,10
1763,6941,2013,11,1.240137824,11
1764,6941,2013,12,1.829596595,12
1765,6941,2014,1,1.723903091,13
1766,6941,2014,2,1.531001389,14
1767,6941,2014,3,1.106715614,15
1768,6941,2014,4,1.296357824,16
1769,6941,2014,5,1.551256832,17
1770,6941,2014,6,2.04990625,18
1771,6941,2014,7,2.1258556,19
1772,6941,2014,8,1.951994243,20
1773,6941,2014,9,1.910763796,21
1774,6941,2014,10,1.680505623,22
1775,6941,2014,11,1.653441319,23
1776,6941,2014,12,1.838358557,24
1777,6990,2013,1,0.84237388,1
1778,6990,2013,2,0.843419147,2
1779,6990,2013,3,0.811174059,3
1780,6990,2013,4,0.680152523,4
1781,6990,2013,5,1.205809386,5
1782,6990,2013,6,2.052010556,6
1783,6990,2013,7,2.066028047,7
1784,6990,2013,8,1.973663262,8
1785,6990,2013,9,1.898241227,9
1786,6990,2013,10,1.154854951,10
1787,6990,2013,11,0.946544468,11
1788,6990,2013,12,0.850899261,12
1789,6990,2014,1,0.91062957,13
1790,6990,2014,2,0.894221156,14
1791,6990,2014,3,0.854761738,15
1792,6990,2014,4,0.926002431,16
1793,6990,2014,5,1.318177016,17
1794,6990,2014,6,1.76124088,18
1795,6990,2014,7,1.799118795,19
1796,6990,2014,8,2.176224664,20
1797,6990,2014,9,1.688642616,21
1798,6990,2014,10,1.254220789,22
1799,6990,2014,11,0.852344329,23
1800,6990,2014,12,0.963454794,24
1801,7108,2013,1,0.730893571,1
1802,7108,2013,2,0.540977034,2
1803,7108,2013,3,0.509799507,3
1804,7108,2013,4,0.373034954,4
1805,7108,2013,5,0.4671278,5
1806,7108,2013,6,0.708789236,6
1807,7108,2013,7,0.767029435,7
1808,7108,2013,8,0.791411918,8
1809,7108,2013,9,0.731391852,9
1810,7108,2013,10,0.41187948,10
1811,7108,2013,11,0.500592731,11
1812,7108,2013,12,0.503008737,12
1813,7108,2014,1,0.68956922,13
1814,7108,2014,2,0.549985342,14
1815,7108,2014,3,0.590234745,15
1816,7108,2014,4,0.352600023,16
1817,7108,2014,5,0.380777643,17
1818,7108,2014,6,0.62702375,18
1819,7108,2014,7,0.773361425,19
1820,7108,2014,8,0.814348723,20
1821,7108,2014,9,0.645147778,21
1822,7108,2014,10,0.458942204,22
1823,7108,2014,11,0.516065903,23
1824,7108,2014,12,0.485774866,24
1825,7536,2013,1,0.669756228,1
1826,7536,2013,2,0.577576538,2
1827,7536,2013,3,0.593476725,3
1828,7536,2013,4,0.755879167,4
1829,7536,2013,5,1.471787478,5
1830,7536,2013,6,2.80777338,6
1831,7536,2013,7,2.110111985,7
1832,7536,2013,8,2.04542276,8
1833,7536,2013,9,1.690351644,9
1834,7536,2013,10,0.971479144,10
1835,7536,2013,11,0.624174931,11
1836,7536,2013,12,0.857972379,12
1837,7536,2014,1,0.642602016,13
1838,7536,2014,2,0.626479489,14
1839,7536,2014,3,0.574807056,15
1840,7536,2014,4,0.730502176,16
1841,7536,2014,5,0.976690614,17
1842,7536,2014,6,1.426678843,18
1843,7536,2014,7,1.879888239,19
1844,7536,2014,8,2.116397357,20
1845,7536,2014,9,1.524300949,21
1846,7536,2014,10,1.012433333,22
1847,7536,2014,11,0.594181435,23
1848,7536,2014,12,0.655531295,24
1849,7731,2013,1,0.611866958,1
1850,7731,2013,2,0.512462723,2
1851,7731,2013,3,0.563614561,3
1852,7731,2013,4,0.621416296,4
1853,7731,2013,5,0.94580448,5
1854,7731,2013,6,1.568896852,6
1855,7731,2013,7,1.585083669,7
1856,7731,2013,8,1.901268638,8
1857,7731,2013,9,1.570905648,9
1858,7731,2013,10,0.841254391,10
1859,7731,2013,11,0.556039074,11
1860,7731,2013,12,0.620364382,12
1861,7731,2014,1,0.606690345,13
1862,7731,2014,2,0.581216071,14
1863,7731,2014,3,0.519852464,15
1864,7731,2014,4,0.679921412,16
1865,7731,2014,5,0.870152823,17
1866,7731,2014,6,1.432356343,18
1867,7731,2014,7,1.58288405,19
1868,7731,2014,8,1.807735865,20
1869,7731,2014,9,1.349179264,21
1870,7731,2014,10,0.933160417,22
1871,7731,2014,11,0.44982787,23
1872,7731,2014,12,0.492856989,24
1873,7739,2013,1,0.327181788,1
1874,7739,2013,2,0.32231751,2
1875,7739,2013,3,0.301947558,3
1876,7739,2013,4,0.258743079,4
1877,7739,2013,5,0.307850896,5
1878,7739,2013,6,0.732212199,6
1879,7739,2013,7,0.775415771,7
1880,7739,2013,8,0.949441689,8
1881,7739,2013,9,0.731223796,9
1882,7739,2013,10,0.349650224,10
1883,7739,2013,11,0.318089815,11
1884,7739,2013,12,0.380694019,12
1885,7739,2014,1,0.380310305,13
1886,7739,2014,2,0.33914003,14
1887,7739,2014,3,0.344209364,15
1888,7739,2014,4,0.368570394,16
1889,7739,2014,5,0.475313306,17
1890,7739,2014,6,0.805238657,18
1891,7739,2014,7,1.027594332,19
1892,7739,2014,8,1.169782079,20
1893,7739,2014,9,0.630413732,21
1894,7739,2014,10,0.382206944,22
1895,7739,2014,11,0.232874792,23
1896,7739,2014,12,0.362209453,24
1897,7767,2013,1,0.597053898,1
1898,7767,2013,2,0.546936434,2
1899,7767,2013,3,0.53613004,3
1900,7767,2013,4,0.509297199,4
1901,7767,2013,5,0.738396438,5
1902,7767,2013,6,1.215521991,6
1903,7767,2013,7,1.323937366,7
1904,7767,2013,8,1.280630242,8
1905,7767,2013,9,1.160819884,9
1906,7767,2013,10,0.761686402,10
1907,7767,2013,11,0.631108634,11
1908,7767,2013,12,0.671138262,12
1909,7767,2014,1,0.598424978,13
1910,7767,2014,2,0.581925868,14
1911,7767,2014,3,0.569954772,15
1912,7767,2014,4,0.569763912,16
1913,7767,2014,5,0.745289516,17
1914,7767,2014,6,1.164215139,18
1915,7767,2014,7,1.320926098,19
1916,7767,2014,8,1.399557348,20
1917,7767,2014,9,1.070673426,21
1918,7767,2014,10,0.869654077,22
1919,7767,2014,11,0.549360162,23
1920,7767,2014,12,0.578684431,24
1921,7769,2013,1,0.425622334,1
1922,7769,2013,2,0.325320139,2
1923,7769,2013,3,0.310951658,3
1924,7769,2013,4,0.323805093,4
1925,7769,2013,5,0.472896976,5
1926,7769,2013,6,0.806113056,6
1927,7769,2013,7,0.711032751,7
1928,7769,2013,8,0.814194444,8
1929,7769,2013,9,0.657893889,9
1930,7769,2013,10,0.391385954,10
1931,7769,2013,11,0.32554875,11
1932,7769,2013,12,0.40579608,12
1933,7769,2014,1,0.371442832,13
1934,7769,2014,2,0.359033234,14
1935,7769,2014,3,0.299698611,15
1936,7769,2014,4,0.267686481,16
1937,7769,2014,5,0.319219915,17
1938,7769,2014,6,0.573956319,18
1939,7769,2014,7,0.645109117,19
1940,7769,2014,8,0.80791138,20
1941,7769,2014,9,0.522627176,21
1942,7769,2014,10,0.319992272,22
1943,7769,2014,11,0.297516273,23
1944,7769,2014,12,0.299929727,24
1945,7850,2013,1,0.81409832,1
1946,7850,2013,2,0.852901364,2
1947,7850,2013,3,0.849684901,3
1948,7850,2013,4,0.89711419,4
1949,7850,2013,5,1.304363329,5
1950,7850,2013,6,2.092532245,6
1951,7850,2013,7,2.053964068,7
1952,7850,2013,8,2.26497435,8
1953,7850,2013,9,1.52948794,9
1954,7850,2013,10,1.11873405,10
1955,7850,2013,11,0.86458544,11
1956,7850,2013,12,0.898888105,12
1957,7850,2014,1,0.872139359,13
1958,7850,2014,2,0.913362376,14
1959,7850,2014,3,0.819887007,15
1960,7850,2014,4,0.889486968,16
1961,7850,2014,5,1.114938284,17
1962,7850,2014,6,1.752891227,18
1963,7850,2014,7,1.994333423,19
1964,7850,2014,8,2.297282594,20
1965,7850,2014,9,1.60138037,21
1966,7850,2014,10,1.268230824,22
1967,7850,2014,11,0.879882616,23
1968,7850,2014,12,0.875627487,24
1969,7863,2013,1,0.987647021,1
1970,7863,2013,2,0.876994196,2
1971,7863,2013,3,0.976777711,3
1972,7863,2013,4,1.201486667,4
1973,7863,2013,5,1.590570296,5
1974,7863,2013,6,2.715389861,6
1975,7863,2013,7,2.656731384,7
1976,7863,2013,8,2.914775739,8
1977,7863,2013,9,2.481275787,9
1978,7863,2013,10,1.60698983,10
1979,7863,2013,11,1.125016667,11
1980,7863,2013,12,0.942998858,12
1981,7863,2014,1,0.851216958,13
1982,7863,2014,2,0.93514561,14
1983,7863,2014,3,0.965551703,15
1984,7863,2014,4,1.340317407,16
1985,7863,2014,5,1.719420654,17
1986,7863,2014,6,2.34988088,18
1987,7863,2014,7,2.596451142,19
1988,7863,2014,8,2.960177307,20
1989,7863,2014,9,2.213627755,21
1990,7863,2014,10,1.778128965,22
1991,7863,2014,11,0.860220718,23
1992,7863,2014,12,0.997738015,24
1993,7866,2013,1,0.442715502,1
1994,7866,2013,2,0.397810193,2
1995,7866,2013,3,0.408721371,3
1996,7866,2013,4,0.461877157,4
1997,7866,2013,5,0.692688934,5
1998,7866,2013,6,1.474192153,6
1999,7866,2013,7,1.229108087,7
2000,7866,2013,8,1.488915367,8
2001,7866,2013,9,1.131299329,9
2002,7866,2013,10,0.545844579,10
2003,7866,2013,11,0.407797176,11
2004,7866,2013,12,0.406524126,12
2005,7866,2014,1,0.423587746,13
2006,7866,2014,2,0.340912946,14
2007,7866,2014,3,0.323020721,15
2008,7866,2014,4,0.496164051,16
2009,7866,2014,5,0.528622894,17
2010,7866,2014,6,0.933554421,18
2011,7866,2014,7,0.825068929,19
2012,7866,2014,8,1.001645475,20
2013,7866,2014,9,0.609184329,21
2014,7866,2014,10,0.423784453,22
2015,7866,2014,11,0.298076736,23
2016,7866,2014,12,0.337295632,24
2017,7989,2013,1,0.899828763,1
2018,7989,2013,2,0.854383879,2
2019,7989,2013,3,0.8362903,3
2020,7989,2013,4,0.936173449,4
2021,7989,2013,5,1.146491107,5
2022,7989,2013,6,1.656699329,6
2023,7989,2013,7,1.689853987,7
2024,7989,2013,8,1.864023656,8
2025,7989,2013,9,1.619992523,9
2026,7989,2013,10,1.023742339,10
2027,7989,2013,11,0.842877292,11
2028,7989,2013,12,0.951598006,12
2029,7989,2014,1,1.03167332,13
2030,7989,2014,2,0.909604762,14
2031,7989,2014,3,0.910839427,15
2032,7989,2014,4,1.145178681,16
2033,7989,2014,5,1.222433916,17
2034,7989,2014,6,1.759206273,18
2035,7989,2014,7,1.324870901,19
2036,7989,2014,8,1.820968795,20
2037,7989,2014,9,1.515528611,21
2038,7989,2014,10,1.149209901,22
2039,7989,2014,11,0.858517431,23
2040,7989,2014,12,0.882413329,24
2041,8155,2013,1,0.721534879,1
2042,8155,2013,2,0.699261012,2
2043,8155,2013,3,0.748920587,3
2044,8155,2013,4,0.888313218,4
2045,8155,2013,5,1.079344198,5
2046,8155,2013,6,1.823161829,6
2047,8155,2013,7,1.988103338,7
2048,8155,2013,8,2.357698522,8
2049,8155,2013,9,1.857003264,9
2050,8155,2013,10,1.040705309,10
2051,8155,2013,11,0.74418662,11
2052,8155,2013,12,0.760491555,12
2053,8155,2014,1,0.718034431,13
2054,8155,2014,2,0.675400868,14
2055,8155,2014,3,0.627252957,15
2056,8155,2014,4,0.722259097,16
2057,8155,2014,5,0.840316062,17
2058,8155,2014,6,1.314005602,18
2059,8155,2014,7,1.698814292,19
2060,8155,2014,8,2.0276222,20
2061,8155,2014,9,1.595695069,21
2062,8155,2014,10,1.119987142,22
2063,8155,2014,11,0.708532269,23
2064,8155,2014,12,0.676469064,24
2065,8317,2013,1,0.673413329,1
2066,8317,2013,2,0.581834921,2
2067,8317,2013,3,0.596786268,3
2068,8317,2013,4,0.727466505,4
2069,8317,2013,5,0.912191734,5
2070,8317,2013,6,1.316918287,6
2071,8317,2013,7,1.358911246,7
2072,8317,2013,8,1.485661828,8
2073,8317,2013,9,1.323641273,9
2074,8317,2013,10,0.914373544,10
2075,8317,2013,11,0.760378657,11
2076,8317,2013,12,0.769847894,12
2077,8317,2014,1,0.717584857,13
2078,8317,2014,2,0.728868725,14
2079,8317,2014,3,0.719124709,15
2080,8317,2014,4,0.77468375,16
2081,8317,2014,5,0.925318571,17
2082,8317,2014,6,1.22624088,18
2083,8317,2014,7,1.313404122,19
2084,8317,2014,8,1.419663665,20
2085,8317,2014,9,1.157323114,21
2086,8317,2014,10,0.935913082,22
2087,8317,2014,11,0.671999583,23
2088,8317,2014,12,0.70896241,24
2089,8419,2013,1,1.601206832,1
2090,8419,2013,2,1.296437872,2
2091,8419,2013,3,1.070109834,3
2092,8419,2013,4,0.98636956,4
2093,8419,2013,5,1.36266707,5
2094,8419,2013,6,2.105182176,6
2095,8419,2013,7,2.025840771,7
2096,8419,2013,8,2.278354256,8
2097,8419,2013,9,2.002143912,9
2098,8419,2013,10,1.338512702,10
2099,8419,2013,11,1.497017986,11
2100,8419,2013,12,2.024107168,12
2101,8419,2014,1,1.884614583,13
2102,8419,2014,2,1.79431932,14
2103,8419,2014,3,1.205894332,15
2104,8419,2014,4,1.146052176,16
2105,8419,2014,5,1.369122939,17
2106,8419,2014,6,1.917714306,18
2107,8419,2014,7,2.148843795,19
2108,8419,2014,8,2.435360461,20
2109,8419,2014,9,2.046975903,21
2110,8419,2014,10,1.752588284,22
2111,8419,2014,11,1.594657454,23
2112,8419,2014,12,2.016879884,24
2113,8626,2013,1,0.820966868,1
2114,8626,2013,2,0.58592314,2
2115,8626,2013,3,0.578337007,3
2116,8626,2013,4,0.584551713,4
2117,8626,2013,5,0.737516779,5
2118,8626,2013,6,1.197712917,6
2119,8626,2013,7,1.171722961,7
2120,8626,2013,8,1.243181608,8
2121,8626,2013,9,1.132695301,9
2122,8626,2013,10,0.783680869,10
2123,8626,2013,11,0.750192222,11
2124,8626,2013,12,0.965128383,12
2125,8626,2014,1,1.122560305,13
2126,8626,2014,2,1.119091195,14
2127,8626,2014,3,0.975196976,15
2128,8626,2014,4,0.676173727,16
2129,8626,2014,5,0.79526203,17
2130,8626,2014,6,1.147464213,18
2131,8626,2014,7,1.289829704,19
2132,8626,2014,8,1.328991174,20
2133,8626,2014,9,1.068764398,21
2134,8626,2014,10,0.938212522,22
2135,8626,2014,11,0.723882546,23
2136,8626,2014,12,0.80974422,24
2137,8829,2013,1,1.007320968,1
2138,8829,2013,2,0.719200322,2
2139,8829,2013,3,0.705962769,3
2140,8829,2013,4,0.828337639,4
2141,8829,2013,5,1.156883266,5
2142,8829,2013,6,1.79078037,6
2143,8829,2013,7,2.064444915,7
2144,8829,2013,8,2.477765502,8
2145,8829,2013,9,2.339699769,9
2146,8829,2013,10,1.288445632,10
2147,8829,2013,11,0.842847778,11
2148,8829,2013,12,0.76742836,12
2149,8829,2014,1,0.88323022,13
2150,8829,2014,2,0.794707019,14
2151,8829,2014,3,0.767919467,15
2152,8829,2014,4,1.027233171,16
2153,8829,2014,5,1.425898544,17
2154,8829,2014,6,2.471952338,18
2155,8829,2014,7,2.498465524,19
2156,8829,2014,8,2.296583199,20
2157,8829,2014,9,1.916868519,21
2158,8829,2014,10,1.446789068,22
2159,8829,2014,11,0.77864412,23
2160,8829,2014,12,0.939447065,24
2161,9121,2013,1,1.018745341,1
2162,9121,2013,2,0.974263988,2
2163,9121,2013,3,1.052488978,3
2164,9121,2013,4,1.196811944,4
2165,9121,2013,5,1.526520699,5
2166,9121,2013,6,2.069837292,6
2167,9121,2013,7,2.269814561,7
2168,9121,2013,8,2.201107236,8
2169,9121,2013,9,2.107589444,9
2170,9121,2013,10,1.589660641,10
2171,9121,2013,11,1.061492014,11
2172,9121,2013,12,1.136128427,12
2173,9121,2014,1,1.123226254,13
2174,9121,2014,2,1.254732887,14
2175,9121,2014,3,1.254406832,15
2176,9121,2014,4,1.67548787,16
2177,9121,2014,5,1.923574104,17
2178,9121,2014,6,2.515759213,18
2179,9121,2014,7,2.072342585,19
2180,9121,2014,8,2.455272312,20
2181,9121,2014,9,1.703688657,21
2182,9121,2014,10,1.492221752,22
2183,9121,2014,11,0.880484792,23
2184,9121,2014,12,0.837071147,24
2185,9160,2013,1,0.416061738,1
2186,9160,2013,2,0.362021652,2
2187,9160,2013,3,0.481091532,3
2188,9160,2013,4,0.413456505,4
2189,9160,2013,5,0.909244355,5
2190,9160,2013,6,1.57119247,6
2191,9160,2013,7,1.363743414,7
2192,9160,2013,8,1.527293996,8
2193,9160,2013,9,1.59652125,9
2194,9160,2013,10,0.684662388,10
2195,9160,2013,11,0.366903588,11
2196,9160,2013,12,0.483987746,12
2197,9160,2014,1,0.448079167,13
2198,9160,2014,2,0.418010987,14
2199,9160,2014,3,0.364564583,15
2200,9160,2014,4,0.464942963,16
2201,9160,2014,5,0.726798701,17
2202,9160,2014,6,1.400343426,18
2203,9160,2014,7,1.423174485,19
2204,9160,2014,8,1.697358042,20
2205,9160,2014,9,1.37012956,21
2206,9160,2014,10,0.660147558,22
2207,9160,2014,11,0.340475324,23
2208,9160,2014,12,0.410204301,24
2209,9631,2013,1,0.751520699,1
2210,9631,2013,2,0.605964608,2
2211,9631,2013,3,0.64698349,3
2212,9631,2013,4,0.788548727,4
2213,9631,2013,5,1.037500963,5
2214,9631,2013,6,1.490247361,6
2215,9631,2013,7,1.589421617,7
2216,9631,2013,8,1.702339718,8
2217,9631,2013,9,1.561996806,9
2218,9631,2013,10,1.00542388,10
2219,9631,2013,11,0.698868704,11
2220,9631,2013,12,0.699410708,12
2221,9631,2014,1,0.773752016,13
2222,9631,2014,2,0.685396503,14
2223,9631,2014,3,0.618635103,15
2224,9631,2014,4,0.767380764,16
2225,9631,2014,5,1.201206989,17
2226,9631,2014,6,1.566191319,18
2227,9631,2014,7,1.727999574,19
2228,9631,2014,8,1.930919332,20
2229,9631,2014,9,1.513855347,21
2230,9631,2014,10,1.003504704,22
2231,9631,2014,11,0.592275301,23
2232,9631,2014,12,0.648373006,24
2233,9701,2013,1,0.281927016,1
2234,9701,2013,2,0.297465501,2
2235,9701,2013,3,0.229996013,3
2236,9701,2013,4,0.212970162,4
2237,9701,2013,5,0.306035954,5
2238,9701,2013,6,0.490636181,6
2239,9701,2013,7,0.543109185,7
2240,9701,2013,8,0.624789628,8
2241,9701,2013,9,0.435434144,9
2242,9701,2013,10,0.236118616,10
2243,9701,2013,11,0.251116991,11
2244,9701,2013,12,0.221365278,12
2245,9701,2014,1,0.239064382,13
2246,9701,2014,2,0.254809549,14
2247,9701,2014,3,0.214427083,15
2248,9701,2014,4,0.182453912,16
2249,9701,2014,5,0.222204435,17
2250,9701,2014,6,0.397654931,18
2251,9701,2014,7,0.520257415,19
2252,9701,2014,8,0.568744332,20
2253,9701,2014,9,0.398455972,21
2254,9701,2014,10,0.258158647,22
2255,9701,2014,11,0.240895278,23
2256,9701,2014,12,0.225271662,24
2257,9915,2013,1,0.48581418,1
2258,9915,2013,2,0.354783333,2
2259,9915,2013,3,0.430869064,3
2260,9915,2013,4,0.493582546,4
2261,9915,2013,5,0.85327043,5
2262,9915,2013,6,1.449207546,6
2263,9915,2013,7,1.549181317,7
2264,9915,2013,8,1.735489561,8
2265,9915,2013,9,1.351506204,9
2266,9915,2013,10,0.628526456,10
2267,9915,2013,11,0.415036481,11
2268,9915,2013,12,0.600059655,12
2269,9915,2014,1,0.51469543,13
2270,9915,2014,2,0.483636409,14
2271,9915,2014,3,0.3880694,15
2272,9915,2014,4,0.373408657,16
2273,9915,2014,5,0.655999866,17
2274,9915,2014,6,1.181857616,18
