,hhid,year,month,kwh,t
792,2945,2014,12,0.686371416,24
793,2974,2013,1,1.361906295,1
794,2974,2013,2,1.203601364,2
795,2974,2013,3,1.151946528,3
796,2974,2013,4,1.062120301,4
797,2974,2013,5,2.053095587,5
798,2974,2013,6,2.954040833,6
799,2974,2013,7,2.850329346,7
800,2974,2013,8,2.807480108,8
801,2974,2013,9,2.209739398,9
802,2974,2013,10,1.26229319,10
803,2974,2013,11,1.022380833,11
804,2974,2013,12,1.466411246,12
805,2974,2014,1,1.011952778,13
806,2974,2014,2,1.008684053,14
807,2974,2014,3,1.103814315,15
808,2974,2014,4,1.262712269,16
809,2974,2014,5,1.747318145,17
810,2974,2014,6,2.485279583,18
811,2974,2014,7,2.961637814,19
812,2974,2014,8,2.991115726,20
813,2974,2014,9,2.19701713,21
814,2974,2014,10,1.650822133,22
815,2974,2014,11,1.252624745,23
816,2974,2014,12,1.551890188,24
817,2980,2013,1,0.676096573,1
818,2980,2013,2,0.559085987,2
819,2980,2013,3,0.511689427,3
820,2980,2013,4,0.703703912,4
821,2980,2013,5,1.103167563,5
822,2980,2013,6,1.899123356,6
823,2980,2013,7,1.922505533,7
824,2980,2013,8,1.85245849,8
825,2980,2013,9,1.615404329,9
826,2980,2013,10,0.899503047,10
827,2980,2013,11,0.477750417,11
828,2980,2013,12,0.729527487,12
829,2980,2014,1,0.619011447,13
830,2980,2014,2,0.579715774,14
831,2980,2014,3,0.564237276,15
832,2980,2014,4,0.942435185,16
833,2980,2014,5,1.310954099,17
834,2980,2014,6,1.603907176,18
835,2980,2014,7,1.799133714,19
836,2980,2014,8,1.998363934,20
837,2980,2014,9,1.717774097,21
838,2980,2014,10,1.373757079,22
839,2980,2014,11,0.576571597,23
840,2980,2014,12,0.709415457,24
841,2986,2013,1,0.257414068,1
842,2986,2013,2,0.222413517,2
843,2986,2013,3,0.31225578,3
844,2986,2013,4,0.303937245,4
845,2986,2013,5,0.536266868,5
846,2986,2013,6,0.95441331,6
847,2986,2013,7,0.983206362,7
848,2986,2013,8,1.67545672,8
849,2986,2013,9,0.978513681,9
850,2986,2013,10,0.621830466,10
851,2986,2013,11,0.421582685,11
852,2986,2013,12,0.423509722,12
853,2986,2014,1,0.409355824,13
854,2986,2014,2,0.390340575,14
855,2986,2014,3,0.361256407,15
856,2986,2014,4,0.416192847,16
857,2986,2014,5,0.358773566,17
858,2986,2014,6,0.718199745,18
859,2986,2014,7,1.348379659,19
860,2986,2014,8,2.217405466,20
861,2986,2014,9,1.58680713,21
862,2986,2014,10,1.203361783,22
863,2986,2014,11,0.38919625,23
864,2986,2014,12,0.384920542,24
865,3039,2013,1,2.122424373,1
866,3039,2013,2,2.409677009,2
867,3039,2013,3,2.181885887,3
868,3039,2013,4,2.12880875,4
869,3039,2013,5,2.112838934,5
870,3039,2013,6,2.690834051,6
871,3039,2013,7,2.871286895,7
872,3039,2013,8,3.083164404,8
873,3039,2013,9,2.601065833,9
874,3039,2013,10,1.79392444,10
875,3039,2013,11,1.287204259,11
876,3039,2013,12,1.268608759,12
877,3039,2014,1,1.283618302,13
878,3039,2014,2,1.310697718,14
879,3039,2014,3,1.275463239,15
880,3039,2014,4,1.76058456,16
881,3039,2014,5,1.91241642,17
882,3039,2014,6,2.355094282,18
883,3039,2014,7,2.897866913,19
884,3039,2014,8,2.787822446,20
885,3039,2014,9,2.513145671,21
886,3039,2014,10,2.039035125,22
887,3039,2014,11,1.152271875,23
888,3039,2014,12,1.22085849,24
889,3224,2013,1,0.455096102,1
890,3224,2013,2,0.503626612,2
891,3224,2013,3,0.452081743,3
892,3224,2013,4,0.413079907,4
893,3224,2013,5,0.495106855,5
894,3224,2013,6,1.057390162,6
895,3224,2013,7,1.16167603,7
896,3224,2013,8,1.253046685,8
897,3224,2013,9,1.151696829,9
898,3224,2013,10,0.633406272,10
899,3224,2013,11,0.551417731,11
900,3224,2013,12,0.769841017,12
901,3224,2014,1,0.622941689,13
902,3224,2014,2,0.659832589,14
903,3224,2014,3,0.602855287,15
904,3224,2014,4,0.476326944,16
905,3224,2014,5,0.527318593,17
906,3224,2014,6,0.876415278,18
907,3224,2014,7,1.143133826,19
908,3224,2014,8,1.331622088,20
909,3224,2014,9,0.986510694,21
910,3224,2014,10,0.762740166,22
911,3224,2014,11,0.481416551,23
912,3224,2014,12,0.609920565,24
913,3367,2013,1,1.014742876,1
914,3367,2013,2,1.011441865,2
915,3367,2013,3,1.040810506,3
916,3367,2013,4,1.034622894,4
917,3367,2013,5,1.479922469,5
918,3367,2013,6,2.585575648,6
919,3367,2013,7,2.660991174,7
920,3367,2013,8,3.01822155,8
921,3367,2013,9,2.533758032,9
922,3367,2013,10,1.607737455,10
923,3367,2013,11,1.208288171,11
924,3367,2013,12,1.384101837,12
925,3367,2014,1,1.295113172,13
926,3367,2014,2,1.325834573,14
927,3367,2014,3,1.105749978,15
928,3367,2014,4,1.372611019,16
929,3367,2014,5,1.730035954,17
930,3367,2014,6,2.684528889,18
931,3367,2014,7,2.657073096,19
932,3367,2014,8,3.353554951,20
933,3367,2014,9,2.675858935,21
934,3367,2014,10,2.13154478,22
935,3367,2014,11,1.122950324,23
936,3367,2014,12,1.19935578,24
937,3456,2013,1,0.501980018,1
938,3456,2013,2,0.436648363,2
939,3456,2013,3,0.379415681,3
940,3456,2013,4,0.427548588,4
941,3456,2013,5,0.637168436,5
942,3456,2013,6,1.144541528,6
943,3456,2013,7,1.049151456,7
944,3456,2013,8,1.108440569,8
945,3456,2013,9,1.037651736,9
946,3456,2013,10,0.540965255,10
947,3456,2013,11,0.477453449,11
948,3456,2013,12,0.461240255,12
949,3456,2014,1,0.46566996,13
950,3456,2014,2,0.436649479,14
951,3456,2014,3,0.442606272,15
952,3456,2014,4,0.581352199,16
953,3456,2014,5,0.716833781,17
954,3456,2014,6,1.106294514,18
955,3456,2014,7,1.280049082,19
956,3456,2014,8,1.576880354,20
957,3456,2014,9,1.173403958,21
958,3456,2014,10,0.753968257,22
959,3456,2014,11,0.443002245,23
960,3456,2014,12,0.476922894,24
961,3527,2013,1,0.557679055,1
962,3527,2013,2,0.470187822,2
963,3527,2013,3,0.446107504,3
964,3527,2013,4,0.465281065,4
965,3527,2013,5,0.85592164,5
966,3527,2013,6,1.515592847,6
967,3527,2013,7,1.558788486,7
968,3527,2013,8,1.720966353,8
969,3527,2013,9,1.410372384,9
970,3527,2013,10,0.757314135,10
971,3527,2013,11,0.528699792,11
972,3527,2013,12,0.519886134,12
973,3527,2014,1,0.584105242,13
974,3527,2014,2,0.518106523,14
975,3527,2014,3,0.462855287,15
976,3527,2014,4,0.480512361,16
977,3527,2014,5,0.799416465,17
978,3527,2014,6,1.336604745,18
979,3527,2014,7,1.568608714,19
980,3527,2014,8,1.744147222,20
981,3527,2014,9,1.34592,21
982,3527,2014,10,0.947043235,22
983,3527,2014,11,0.615860185,23
984,3527,2014,12,0.562157751,24
985,3544,2013,1,1.040935977,1
986,3544,2013,2,0.811431374,2
987,3544,2013,3,0.768571393,3
988,3544,2013,4,0.720942384,4
989,3544,2013,5,0.879501053,5
990,3544,2013,6,1.332600532,6
991,3544,2013,7,1.336009969,7
992,3544,2013,8,1.388389606,8
993,3544,2013,9,1.278147431,9
994,3544,2013,10,0.835477442,10
995,3544,2013,11,0.89803588,11
996,3544,2013,12,1.178599194,12
997,3544,2014,1,1.103923768,13
998,3544,2014,2,1.087832416,14
999,3544,2014,3,0.845289068,15
1000,3544,2014,4,0.758585486,16
1001,3544,2014,5,1.000913732,17
1002,3544,2014,6,1.280602798,18
1003,3544,2014,7,1.293559297,19
1004,3544,2014,8,1.531740435,20
1005,3544,2014,9,1.153334907,21
1006,3544,2014,10,0.879371169,22
1007,3544,2014,11,0.77293375,23
1008,3544,2014,12,0.918605645,24
1009,3635,2013,1,0.951747155,1
1010,3635,2013,2,0.96674432,2
1011,3635,2013,3,0.837946371,3
1012,3635,2013,4,1.063806806,4
1013,3635,2013,5,1.553106026,5
1014,3635,2013,6,2.742585648,6
1015,3635,2013,7,2.738577039,7
1016,3635,2013,8,2.872488598,8
1017,3635,2013,9,2.090358843,9
1018,3635,2013,10,1.536140771,10
1019,3635,2013,11,1.142594676,11
1020,3635,2013,12,1.548982191,12
1021,3635,2014,1,1.288564001,13
1022,3635,2014,2,1.197213566,14
1023,3635,2014,3,1.23867892,15
1024,3635,2014,4,1.343880764,16
1025,3635,2014,5,1.577158916,17
1026,3635,2014,6,2.108094005,18
1027,3635,2014,7,2.197439583,19
1028,3635,2014,8,2.552756564,20
1029,3635,2014,9,2.227868495,21
1030,3635,2014,10,1.839599619,22
1031,3635,2014,11,1.359797384,23
1032,3635,2014,12,1.380432101,24
1033,3719,2013,1,0.679130466,1
1034,3719,2013,2,0.644257168,2
1035,3719,2013,3,0.720462343,3
1036,3719,2013,4,0.857333426,4
1037,3719,2013,5,1.315823992,5
1038,3719,2013,6,2.029048125,6
1039,3719,2013,7,2.057744601,7
1040,3719,2013,8,2.313879032,8
1041,3719,2013,9,1.94316831,9
1042,3719,2013,10,1.149972558,10
1043,3719,2013,11,0.68553956,11
1044,3719,2013,12,0.838109431,12
1045,3719,2014,1,0.714404659,13
1046,3719,2014,2,0.62177381,14
1047,3719,2014,3,0.624440166,15
1048,3719,2014,4,0.899401852,16
1049,3719,2014,5,1.111439315,17
1050,3719,2014,6,1.700504444,18
1051,3719,2014,7,2.034597513,19
1052,3719,2014,8,2.259901658,20
1053,3719,2014,9,1.647075833,21
1054,3719,2014,10,1.466926389,22
1055,3719,2014,11,0.751398796,23
1056,3719,2014,12,0.768454099,24
1057,3723,2013,1,0.71322565,1
1058,3723,2013,2,0.706898189,2
1059,3723,2013,3,0.679449933,3
1060,3723,2013,4,0.656416736,4
1061,3723,2013,5,0.956859453,5
1062,3723,2013,6,1.84956831,6
1063,3723,2013,7,1.361890188,7
1064,3723,2013,8,1.988055533,8
1065,3723,2013,9,1.859169537,9
1066,3723,2013,10,1.355419579,10
1067,3723,2013,11,1.047079028,11
1068,3723,2013,12,1.189968212,12
1069,3723,2014,1,0.725987007,13
1070,3723,2014,2,0.570388542,14
1071,3723,2014,3,0.609613866,15
1072,3723,2014,4,0.733565648,16
1073,3723,2014,5,0.915842787,17
1074,3723,2014,6,0.985995532,18
1075,3723,2014,7,1.481244153,19
1076,3723,2014,8,1.922694937,20
1077,3723,2014,9,1.68529919,21
1078,3723,2014,10,1.326579413,22
1079,3723,2014,11,0.653423472,23
1080,3723,2014,12,0.570769512,24
1081,3918,2013,1,1.618380466,1
1082,3918,2013,2,1.415395313,2
1083,3918,2013,3,1.527047043,3
1084,3918,2013,4,1.673762292,4
1085,3918,2013,5,2.460134565,5
1086,3918,2013,6,3.445036505,6
1087,3918,2013,7,3.735787276,7
1088,3918,2013,8,3.937451389,8
1089,3918,2013,9,3.53013956,9
1090,3918,2013,10,2.204947469,10
1091,3918,2013,11,1.472415,11
1092,3918,2013,12,1.617668436,12
1093,3918,2014,1,1.60011819,13
1094,3918,2014,2,1.516057292,14
1095,3918,2014,3,1.358473656,15
1096,3918,2014,4,1.858657222,16
1097,3918,2014,5,2.286397648,17
1098,3918,2014,6,3.230257222,18
1099,3918,2014,7,3.622558109,19
1100,3918,2014,8,4.094127823,20
1101,3918,2014,9,3.105734722,21
1102,3918,2014,10,2.513577599,22
1103,3918,2014,11,1.389761944,23
1104,3918,2014,12,1.449653517,24
1105,3935,2013,1,0.725668683,1
1106,3935,2013,2,0.632098413,2
1107,3935,2013,3,0.670479301,3
1108,3935,2013,4,0.651269329,4
1109,3935,2013,5,0.80200513,5
1110,3935,2013,6,1.235665278,6
1111,3935,2013,7,1.253596326,7
1112,3935,2013,8,1.290669982,8
1113,3935,2013,9,1.034391597,9
1114,3935,2013,10,0.608803114,10
1115,3935,2013,11,0.591149074,11
1116,3935,2013,12,0.644697513,12
1117,3935,2014,1,0.680467025,13
1118,3935,2014,2,0.671556622,14
1119,3935,2014,3,0.562625202,15
1120,3935,2014,4,0.426029352,16
1121,3935,2014,5,0.428206944,17
1122,3935,2014,6,0.790748981,18
1123,3935,2014,7,1.004512903,19
1124,3935,2014,8,1.090715748,20
1125,3935,2014,9,0.825447569,21
1126,3935,2014,10,0.538185865,22
1127,3935,2014,11,0.537764792,23
1128,3935,2014,12,0.547656788,24
1129,4193,2013,1,0.922393638,1
1130,4193,2013,2,0.843935764,2
1131,4193,2013,3,0.806284924,3
1132,4193,2013,4,0.882335787,4
1133,4193,2013,5,1.276373858,5
1134,4193,2013,6,2.146622338,6
1135,4193,2013,7,2.393674014,7
1136,4193,2013,8,2.627129749,8
1137,4193,2013,9,2.147881782,9
1138,4193,2013,10,1.113019848,10
1139,4193,2013,11,0.95441831,11
1140,4193,2013,12,1.219071483,12
1141,4193,2014,1,0.946752755,13
1142,4193,2014,2,0.949121156,14
1143,4193,2014,3,0.876928315,15
1144,4193,2014,4,1.043535509,16
1145,4193,2014,5,1.310996752,17
1146,4193,2014,6,2.144727338,18
1147,4193,2014,7,2.40151306,19
1148,4193,2014,8,2.393980757,20
1149,4193,2014,9,2.048624282,21
1150,4193,2014,10,1.502189919,22
1151,4193,2014,11,1.020571412,23
1152,4193,2014,12,1.048595273,24
1153,4302,2013,1,1.200805264,1
1154,4302,2013,2,1.07347619,2
1155,4302,2013,3,1.025464785,3
1156,4302,2013,4,1.436009444,4
1157,4302,2013,5,2.16169711,5
1158,4302,2013,6,3.449408009,6
1159,4302,2013,7,2.84208815,7
1160,4302,2013,8,3.269023118,8
1161,4302,2013,9,2.688888634,9
1162,4302,2013,10,1.91343293,10
1163,4302,2013,11,1.455229074,11
1164,4302,2013,12,1.486796416,12
1165,4302,2014,1,1.159955197,13
1166,4302,2014,2,1.059918601,14
1167,4302,2014,3,0.959542137,15
1168,4302,2014,4,1.436183519,16
1169,4302,2014,5,1.8706375,17
1170,4302,2014,6,2.713778542,18
1171,4302,2014,7,2.949223947,19
1172,4302,2014,8,3.074552263,20
1173,4302,2014,9,2.500706065,21
1174,4302,2014,10,1.949570363,22
1175,4302,2014,11,1.199576157,23
1176,4302,2014,12,1.279655197,24
1177,4357,2013,1,0.631673141,1
1178,4357,2013,2,0.597739583,2
1179,4357,2013,3,0.575384924,3
1180,4357,2013,4,0.680124329,4
1181,4357,2013,5,0.817311022,5
1182,4357,2013,6,1.036535046,6
1183,4357,2013,7,0.976304032,7
1184,4357,2013,8,1.050566443,8
1185,4357,2013,9,1.05601456,9
1186,4357,2013,10,0.736448925,10
1187,4357,2013,11,0.622560995,11
1188,4357,2013,12,0.648867876,12
1189,4357,2014,1,0.606864494,13
1190,4357,2014,2,0.595679663,14
1191,4357,2014,3,0.551147245,15
1192,4357,2014,4,0.628966412,16
1193,4357,2014,5,0.766189315,17
1194,4357,2014,6,0.940436597,18
1195,4357,2014,7,1.013161559,19
1196,4357,2014,8,1.150118705,20
1197,4357,2014,9,1.004563495,21
1198,4357,2014,10,0.637534117,22
1199,4357,2014,11,0.296541019,23
1200,4357,2014,12,0.346454211,24
1201,4447,2013,1,1.213962321,1
1202,4447,2013,2,0.921864137,2
1203,4447,2013,3,0.856545273,3
1204,4447,2013,4,0.982688773,4
1205,4447,2013,5,1.605773723,5
1206,4447,2013,6,2.363658426,6
1207,4447,2013,7,1.89878116,7
1208,4447,2013,8,2.300193347,8
1209,4447,2013,9,1.951718819,9
1210,4447,2013,10,1.268348073,10
1211,4447,2013,11,1.101036875,11
1212,4447,2013,12,1.136137948,12
1213,4447,2014,1,1.306316846,13
1214,4447,2014,2,1.21254308,14
1215,4447,2014,3,0.991927688,15
1216,4447,2014,4,1.038620602,16
1217,4447,2014,5,1.294099171,17
1218,4447,2014,6,1.857519745,18
1219,4447,2014,7,1.749556967,19
1220,4447,2014,8,2.343874597,20
1221,4447,2014,9,1.806041551,21
1222,4447,2014,10,1.259792316,22
1223,4447,2014,11,0.985051574,23
1224,4447,2014,12,1.348701232,24
1225,4526,2013,1,1.722604996,1
1226,4526,2013,2,1.135069742,2
1227,4526,2013,3,1.304454301,3
1228,4526,2013,4,1.42858662,4
1229,4526,2013,5,2.085705466,5
1230,4526,2013,6,2.861882454,6
1231,4526,2013,7,3.208738575,7
1232,4526,2013,8,3.307036985,8
1233,4526,2013,9,3.33909331,9
1234,4526,2013,10,1.946131832,10
1235,4526,2013,11,1.630113519,11
1236,4526,2013,12,2.019589875,12
1237,4526,2014,1,1.825339673,13
1238,4526,2014,2,1.733984301,14
1239,4526,2014,3,1.25542164,15
1240,4526,2014,4,1.448633657,16
1241,4526,2014,5,1.911200112,17
1242,4526,2014,6,2.637111921,18
1243,4526,2014,7,2.797653719,19
1244,4526,2014,8,3.657810394,20
1245,4526,2014,9,2.892647662,21
1246,4526,2014,10,2.397380287,22
1247,4526,2014,11,1.334903426,23
1248,4526,2014,12,1.399079659,24
1249,5129,2013,1,0.54363862,1
1250,5129,2013,2,0.436078943,2
1251,5129,2013,3,0.446966622,3
1252,5129,2013,4,0.470252616,4
1253,5129,2013,5,0.57684487,5
1254,5129,2013,6,1.271707014,6
1255,5129,2013,7,1.261537186,7
1256,5129,2013,8,1.401295296,8
1257,5129,2013,9,1.123877523,9
1258,5129,2013,10,0.658895901,10
1259,5129,2013,11,0.560913102,11
1260,5129,2013,12,0.542310775,12
1261,5129,2014,1,0.501322513,13
1262,5129,2014,2,0.472327009,14
1263,5129,2014,3,0.461679189,15
1264,5129,2014,4,0.45127787,16
1265,5129,2014,5,0.717934207,17
1266,5129,2014,6,1.131002685,18
1267,5129,2014,7,1.14232668,19
1268,5129,2014,8,1.329229077,20
1269,5129,2014,9,1.011329097,21
1270,5129,2014,10,0.669943795,22
1271,5129,2014,11,0.571607176,23
1272,5129,2014,12,0.60354142,24
1273,5246,2013,1,0.984187209,1
1274,5246,2013,2,1.043457292,2
1275,5246,2013,3,1.027056272,3
1276,5246,2013,4,1.174850671,4
1277,5246,2013,5,1.937691622,5
1278,5246,2013,6,2.551797708,6
1279,5246,2013,7,2.36359935,7
1280,5246,2013,8,2.859671864,8
1281,5246,2013,9,2.569411991,9
1282,5246,2013,10,1.775381676,10
1283,5246,2013,11,1.024024954,11
1284,5246,2013,12,1.328811716,12
1285,5246,2014,1,1.078160596,13
1286,5246,2014,2,1.188039435,14
1287,5246,2014,3,1.017760529,15
1288,5246,2014,4,1.37509463,16
1289,5246,2014,5,1.576941868,17
1290,5246,2014,6,2.158646204,18
1291,5246,2014,7,2.391728472,19
1292,5246,2014,8,2.836329704,20
1293,5246,2014,9,2.295814097,21
1294,5246,2014,10,1.874554749,22
1295,5246,2014,11,0.910553588,23
1296,5246,2014,12,1.242661828,24
1297,5275,2013,1,0.656308647,1
1298,5275,2013,2,0.584785193,2
1299,5275,2013,3,0.561210036,3
1300,5275,2013,4,0.525655347,4
1301,5275,2013,5,0.829062074,5
1302,5275,2013,6,1.585683981,6
1303,5275,2013,7,1.73533293,7
1304,5275,2013,8,1.919761178,8
1305,5275,2013,9,1.443280417,9
1306,5275,2013,10,0.742374507,10
1307,5275,2013,11,0.53279206,11
1308,5275,2013,12,0.575600739,12
1309,5275,2014,1,0.582722715,13
1310,5275,2014,2,0.570491295,14
1311,5275,2014,3,0.507787545,15
1312,5275,2014,4,0.608471273,16
1313,5275,2014,5,0.744642764,17
1314,5275,2014,6,1.433201806,18
1315,5275,2014,7,1.764101142,19
1316,5275,2014,8,1.747994153,20
1317,5275,2014,9,1.365828681,21
1318,5275,2014,10,1.036177419,22
1319,5275,2014,11,0.699675278,23
1320,5275,2014,12,0.536811962,24
1321,5357,2013,1,3.681866129,1
1322,5357,2013,2,3.207604911,2
1323,5357,2013,3,2.967886537,3
1324,5357,2013,4,2.992452616,4
1325,5357,2013,5,3.048445124,5
1326,5357,2013,6,3.525707639,6
1327,5357,2013,7,3.713106004,7
1328,5357,2013,8,3.783712209,8
1329,5357,2013,9,3.550241181,9
1330,5357,2013,10,2.94201073,10
1331,5357,2013,11,2.964003727,11
1332,5357,2013,12,3.82587099,12
1333,5357,2014,1,3.739792675,13
1334,5357,2014,2,3.851881548,14
1335,5357,2014,3,3.183207348,15
1336,5357,2014,4,2.917391713,16
1337,5357,2014,5,4.064894758,17
1338,5357,2014,6,4.210529954,18
1339,5357,2014,7,4.29584095,19
1340,5357,2014,8,4.296166935,20
1341,5357,2014,9,3.599908565,21
1342,5357,2014,10,3.488448611,22
1343,5357,2014,11,3.321020556,23
1344,5357,2014,12,3.464935551,24
1345,5395,2013,1,0.614770945,1
1346,5395,2013,2,0.645884673,2
1347,5395,2013,3,0.701098723,3
1348,5395,2013,4,0.99416662,4
1349,5395,2013,5,1.273592518,5
1350,5395,2013,6,1.886992106,6
1351,5395,2013,7,1.734149686,7
1352,5395,2013,8,2.019846371,8
1353,5395,2013,9,1.820608356,9
1354,5395,2013,10,1.236235954,10
1355,5395,2013,11,0.980952778,11
1356,5395,2013,12,1.083995206,12
1357,5395,2014,1,1.044150067,13
1358,5395,2014,2,1.036115551,14
1359,5395,2014,3,1.101611268,15
1360,5395,2014,4,1.455301019,16
1361,5395,2014,5,1.507578898,17
1362,5395,2014,6,1.855043102,18
1363,5395,2014,7,2.045324821,19
1364,5395,2014,8,2.15834198,20
1365,5395,2014,9,1.914205556,21
1366,5395,2014,10,1.549397805,22
1367,5395,2014,11,0.983624606,23
1368,5395,2014,12,1.109039113,24
1369,5439,2013,1,0.712049754,1
1370,5439,2013,2,0.534342584,2
1371,5439,2013,3,0.57049823,3
1372,5439,2013,4,0.57870456,4
1373,5439,2013,5,0.720984453,5
1374,5439,2013,6,1.326643565,6
1375,5439,2013,7,1.283586761,7
1376,5439,2013,8,1.430520609,8
1377,5439,2013,9,1.000826343,9
1378,5439,2013,10,0.535531093,10
1379,5439,2013,11,0.510937106,11
1380,5439,2013,12,0.484996662,12
1381,5439,2014,1,0.513922289,13
1382,5439,2014,2,0.477307217,14
1383,5439,2014,3,0.465048454,15
1384,5439,2014,4,0.474253912,16
1385,5439,2014,5,0.573441331,17
1386,5439,2014,6,0.972626319,18
1387,5439,2014,7,1.252554346,19
1388,5439,2014,8,1.373946707,20
1389,5439,2014,9,0.891096481,21
1390,5439,2014,10,0.603742025,22
1391,5439,2014,11,0.513737593,23
1392,5439,2014,12,0.518007415,24
1393,5615,2013,1,0.724363956,1
1394,5615,2013,2,0.635848165,2
1395,5615,2013,3,0.693961626,3
1396,5615,2013,4,0.726435463,4
1397,5615,2013,5,1.153708221,5
1398,5615,2013,6,2.129314028,6
1399,5615,2013,7,2.164154906,7
1400,5615,2013,8,2.295860887,8
1401,5615,2013,9,2.099329491,9
1402,5615,2013,10,1.242098073,10
1403,5615,2013,11,0.909500556,11
1404,5615,2013,12,0.920030197,12
1405,5615,2014,1,0.856323522,13
1406,5615,2014,2,0.779657614,14
1407,5615,2014,3,0.796385641,15
1408,5615,2014,4,0.965738403,16
1409,5615,2014,5,1.30771978,17
1410,5615,2014,6,2.006586898,18
1411,5615,2014,7,2.072167092,19
1412,5615,2014,8,2.555173409,20
1413,5615,2014,9,1.926216088,21
1414,5615,2014,10,1.587562366,22
1415,5615,2014,11,0.920177269,23
1416,5615,2014,12,0.895078786,24
1417,5738,2013,1,1.419314337,1
1418,5738,2013,2,1.464221701,2
1419,5738,2013,3,1.527722894,3
1420,5738,2013,4,1.58596919,4
1421,5738,2013,5,2.232790255,5
1422,5738,2013,6,3.001761852,6
1423,5738,2013,7,2.421094691,7
1424,5738,2013,8,2.798300381,8
1425,5738,2013,9,2.168818935,9
1426,5738,2013,10,1.119757392,10
1427,5738,2013,11,0.676993495,11
1428,5738,2013,12,0.783884162,12
1429,5738,2014,1,0.723124574,13
1430,5738,2014,2,0.715743452,14
1431,5738,2014,3,0.686532953,15
1432,5738,2014,4,0.86297588,16
1433,5738,2014,5,1.204700202,17
1434,5738,2014,6,2.198295602,18
1435,5738,2014,7,2.382803517,19
1436,5738,2014,8,2.769574642,20
1437,5738,2014,9,1.978755093,21
1438,5738,2014,10,1.482784946,22
1439,5738,2014,11,0.737104815,23
1440,5738,2014,12,0.775799238,24
1441,5785,2013,1,0.961180332,1
1442,5785,2013,2,0.962627555,2
1443,5785,2013,3,0.954496326,3
1444,5785,2013,4,1.145589352,4
1445,5785,2013,5,1.275925269,5
1446,5785,2013,6,1.889527269,6
1447,5785,2013,7,1.865560461,7
1448,5785,2013,8,1.982376344,8
1449,5785,2013,9,1.768760301,9
1450,5785,2013,10,0.83056996,10
1451,5785,2013,11,0.63253294,11
1452,5785,2013,12,0.857742764,12
1453,5785,2014,1,0.656355712,13
1454,5785,2014,2,0.620199107,14
1455,5785,2014,3,0.903956362,15
1456,5785,2014,4,0.962238819,16
1457,5785,2014,5,1.111463172,17
1458,5785,2014,6,1.229608125,18
1459,5785,2014,7,1.575321192,19
1460,5785,2014,8,1.867358132,20
1461,5785,2014,9,1.320037222,21
1462,5785,2014,10,0.75988685,22
1463,5785,2014,11,0.504648634,23
1464,5785,2014,12,0.523821998,24
1465,5796,2013,1,0.84260345,1
1466,5796,2013,2,0.714983234,2
1467,5796,2013,3,0.797060775,3
1468,5796,2013,4,0.832495509,4
1469,5796,2013,5,1.014634565,5
1470,5796,2013,6,1.55985206,6
1471,5796,2013,7,1.773183177,7
1472,5796,2013,8,1.66447491,8
1473,5796,2013,9,1.516722245,9
1474,5796,2013,10,1.017185999,10
1475,5796,2013,11,0.766191273,11
1476,5796,2013,12,0.861043347,12
1477,5796,2014,1,0.723782818,13
1478,5796,2014,2,0.676481622,14
1479,5796,2014,3,0.701517809,15
1480,5796,2014,4,0.875316551,16
1481,5796,2014,5,0.995252151,17
1482,5796,2014,6,1.283677106,18
1483,5796,2014,7,1.824331765,19
1484,5796,2014,8,1.913153741,20
1485,5796,2014,9,1.432901481,21
1486,5796,2014,10,1.088814203,22
1487,5796,2014,11,0.657778866,23
1488,5796,2014,12,0.8204028,24
1489,5817,2013,1,1.138558311,1
1490,5817,2013,2,0.944020164,2
1491,5817,2013,3,0.951852979,3
1492,5817,2013,4,1.102583681,4
1493,5817,2013,5,1.418266756,5
1494,5817,2013,6,2.095767361,6
1495,5817,2013,7,1.990553091,7
1496,5817,2013,8,2.252080824,8
1497,5817,2013,9,2.06862375,9
1498,5817,2013,10,1.469812007,10
1499,5817,2013,11,1.136157361,11
1500,5817,2013,12,1.209392451,12
1501,5817,2014,1,1.055439337,13
1502,5817,2014,2,1.011968973,14
1503,5817,2014,3,0.983028091,15
1504,5817,2014,4,1.191558542,16
1505,5817,2014,5,1.35248797,17
1506,5817,2014,6,1.935635324,18
1507,5817,2014,7,2.175187097,19
1508,5817,2014,8,2.056303091,20
1509,5817,2014,9,1.972106759,21
1510,5817,2014,10,1.498442451,22
1511,5817,2014,11,1.038150949,23
1512,5817,2014,12,0.9848681,24
1513,5892,2013,1,1.257739561,1
1514,5892,2013,2,1.050184896,2
1515,5892,2013,3,1.049916353,3
1516,5892,2013,4,1.242732523,4
1517,5892,2013,5,1.85787565,5
1518,5892,2013,6,2.361894491,6
1519,5892,2013,7,2.340778293,7
1520,5892,2013,8,2.688427263,8
1521,5892,2013,9,2.404305394,9
1522,5892,2013,10,1.715161918,10
1523,5892,2013,11,1.283806389,11
1524,5892,2013,12,1.048588239,12
1525,5892,2014,1,1.213509028,13
1526,5892,2014,2,1.251974454,14
1527,5892,2014,3,1.156485618,15
1528,5892,2014,4,1.232451296,16
1529,5892,2014,5,1.537191039,17
1530,5892,2014,6,2.194106551,18
1531,5892,2014,7,2.472775739,19
1532,5892,2014,8,2.47816026,20
1533,5892,2014,9,2.008296042,21
1534,5892,2014,10,1.529211044,22
1535,5892,2014,11,1.193050093,23
1536,5892,2014,12,1.222965188,24
1537,5949,2013,1,0.512258916,1
1538,5949,2013,2,0.458024182,2
