custid,yearmonthid,kwh
655,200906,308
655,200907,263
655,200908,317
655,200909,263
655,200910,345
655,200911,396
655,200912,478
655,201001,529
655,201002,0
655,201003,827
655,201004,330
655,201005,356
655,201006,0
655,201007,318
656,200808,1073
656,200809,1175
656,200810,1126
656,200811,1083
656,200812,1407
656,200901,1564
656,200902,1318
656,200903,1050
656,200904,760
656,200905,983
656,200906,838
656,200907,772
656,200908,975
656,200909,935
656,200910,882
656,200911,881
656,200912,997
656,201001,1217
656,201002,937
656,201003,770
656,201004,787
656,201005,795
656,201006,803
656,201007,1044
657,200808,602
657,200809,600
657,200810,517
657,200811,457
657,200812,569
657,200901,587
657,200902,531
657,200903,643
657,200904,526
657,200905,514
657,200906,461
657,200907,504
657,200908,470
657,200909,622
657,200910,382
657,200911,462
657,200912,539
657,201001,564
657,201002,501
657,201003,538
657,201004,502
657,201005,493
657,201006,444
657,201007,489
658,200808,658
658,200809,580
658,200810,1169
658,200811,679
658,200812,754
658,200901,912
658,200902,1024
658,200903,835
658,200904,732
658,200905,681
658,200906,630
658,200907,729
658,200908,531
658,200909,566
658,200910,692
658,200911,694
658,200912,699
658,201001,938
658,201002,808
658,201003,691
658,201004,634
658,201005,607
658,201006,567
658,201007,632
659,200808,483
659,200809,485
659,200810,467
659,200811,506
659,200812,528
659,200901,412
659,200902,484
659,200903,406
659,200904,372
659,200905,455
659,200906,400
659,200907,523
659,200908,441
659,200909,508
659,200910,453
659,200911,425
659,200912,453
659,201001,432
659,201002,464
659,201003,428
659,201004,451
659,201005,424
659,201006,386
659,201007,468
660,200808,101
660,200809,129
660,200810,71
660,200811,113
660,200812,131
660,200901,139
660,200902,97
660,200903,57
660,200904,47
660,200905,56
660,200906,80
660,200907,104
660,200908,108
660,200909,122
660,200910,111
660,200911,116
660,200912,116
660,201001,104
660,201002,69
660,201003,53
660,201004,51
660,201005,58
660,201006,62
660,201007,105
661,200808,124
661,200809,189
661,200810,169
661,200811,168
661,200812,288
661,200901,324
661,200902,348
661,200903,275
661,200904,242
661,200905,195
661,200906,144
661,200907,159
661,200908,131
661,200909,149
661,200910,165
661,200911,223
661,200912,233
661,201001,338
661,201002,319
661,201003,270
661,201004,230
661,201005,203
661,201006,157
661,201007,194
662,200808,658
662,200809,395
662,200810,446
662,200811,482
662,200812,816
662,200901,905
662,200902,890
662,200903,680
662,200904,588
662,200905,508
662,200906,406
662,200907,545
662,200908,457
662,200909,644
662,200910,492
662,200911,706
662,200912,711
662,201001,887
662,201002,844
662,201003,724
662,201004,486
662,201005,444
662,201006,515
662,201007,580
663,200808,241
663,200809,279
663,200810,264
663,200811,257
663,200812,216
663,200901,197
663,200902,276
663,200903,284
663,200904,232
663,200905,246
663,200906,232
663,200907,256
663,200908,203
663,200909,265
663,200910,220
663,200911,221
663,200912,254
663,201001,155
663,201002,252
663,201003,276
663,201004,229
663,201005,240
663,201006,216
663,201007,223
664,200808,716
664,200809,876
664,200810,497
664,200811,511
664,200812,656
664,200901,704
664,200902,671
664,200903,872
664,200904,570
664,200905,597
664,200906,719
664,200907,618
664,200908,599
664,200909,586
664,200910,527
664,200911,573
664,200912,597
664,201001,665
664,201002,595
664,201003,600
664,201004,490
664,201005,519
664,201006,425
664,201007,696
665,200808,796
665,200809,1012
665,200810,1136
665,200811,2382
665,200812,4488
665,200901,6060
665,200902,5359
665,200903,4473
665,200904,3285
665,200905,2104
665,200906,1196
665,200907,1032
665,200908,916
665,200909,985
665,200910,1001
665,200911,2611
665,200912,3034
665,201001,5651
665,201002,4728
665,201003,3801
665,201004,1871
665,201005,1297
665,201006,1196
665,201007,976
666,200808,658
666,200809,630
666,200810,240
666,200811,154
666,200812,310
666,200901,258
666,200902,189
666,200903,166
666,200904,264
666,200905,297
666,200906,516
666,200907,617
666,200908,667
666,200909,259
666,200910,241
666,200911,778
666,200912,278
666,201001,351
666,201002,214
666,201003,169
666,201004,122
666,201005,104
666,201006,108
666,201007,365
667,200808,445
667,200809,434
667,200810,314
667,200811,475
667,200812,203
667,200901,129
667,200902,135
667,200903,100
667,200904,99
667,200905,298
667,200906,354
667,200907,394
667,200908,392
667,200909,413
667,200910,313
667,200911,411
667,200912,236
667,201001,99
667,201002,103
667,201003,116
667,201004,109
667,201005,460
667,201006,361
667,201007,687
668,200808,315
668,200809,338
668,200810,301
668,200811,294
668,200812,316
668,200901,402
668,200902,383
668,200903,361
668,200904,289
668,200905,232
668,200906,218
668,200907,226
668,200908,215
668,200909,229
668,200910,225
668,200911,239
668,200912,227
668,201001,348
668,201002,282
668,201003,263
668,201004,251
668,201005,190
668,201006,222
668,201007,246
669,200808,1127
669,200809,1383
669,200810,1254
669,200811,1213
669,200812,1317
669,200901,1503
669,200902,1492
669,200903,1467
669,200904,998
669,200905,1220
669,200906,1171
669,200907,1182
669,200908,1290
669,200909,1042
669,200910,1240
669,200911,1116
669,200912,1018
669,201001,1066
669,201002,1413
669,201003,893
669,201004,685
669,201005,1607
669,201006,1335
669,201007,1556
670,200808,984
670,200809,1059
670,200810,768
670,200811,933
670,200812,985
670,200901,1346
670,200902,1123
670,200903,2443
670,200904,978
670,200905,1159
670,200906,1159
670,200907,1110
670,200908,1111
670,200909,1028
670,200910,1028
670,200911,1130
670,200912,1066
670,201001,1370
670,201002,1296
670,201003,1163
670,201004,1178
670,201005,1182
670,201006,1142
670,201007,998
671,200808,519
671,200809,667
671,200810,688
671,200811,814
671,200812,451
671,200901,548
671,200902,383
671,200903,833
671,200904,363
671,200905,524
671,200906,524
671,200907,708
671,200908,732
671,200909,763
671,200910,627
671,200911,696
671,200912,423
671,201001,485
671,201002,441
671,201003,355
671,201004,432
671,201005,402
671,201006,547
671,201007,753
672,200808,513
672,200809,548
672,200810,857
672,200811,844
672,200812,1007
672,200901,721
672,200902,764
672,200903,742
672,200904,402
672,200905,536
672,200906,630
672,200907,745
672,200908,653
672,200909,653
672,200910,475
672,200911,425
672,200912,550
672,201001,645
672,201002,490
672,201003,401
672,201004,402
672,201005,459
672,201006,522
672,201007,779
673,200808,90
673,200809,99
673,200810,104
673,200811,105
673,200812,101
673,200901,93
673,200902,120
673,200903,105
673,200904,92
673,200905,113
673,200906,110
673,200907,111
673,200908,102
673,200909,103
673,200910,96
673,200911,71
673,200912,72
673,201001,87
673,201002,76
673,201003,69
673,201004,67
673,201005,69
673,201006,72
673,201007,73
674,200808,464
674,200809,624
674,200810,691
674,200811,822
674,200812,1858
674,200901,1019
674,200902,1244
674,200903,1043
674,200904,772
674,200905,728
674,200906,708
674,200907,819
674,200908,770
674,200909,773
674,200910,767
674,200911,1150
674,200912,1691
674,201001,3096
674,201002,1837
674,201003,765
674,201004,877
674,201005,823
674,201006,442
674,201007,911
675,200808,272
675,200809,269
675,200810,290
675,200811,312
675,200812,669
675,200901,1289
675,200902,1276
675,200903,1146
675,200904,581
675,200905,365
675,200906,351
675,200907,363
675,200908,313
675,200909,435
675,200910,337
675,200911,853
675,200912,531
675,201001,905
675,201002,634
675,201003,721
675,201004,357
675,201005,293
675,201006,291
675,201007,308
676,200808,1230
676,200809,1230
676,200810,1094
676,200811,1113
676,200812,1403
676,200901,2388
676,200902,1945
676,200903,1760
676,200904,1640
676,200905,1239
676,200906,1170
676,200907,1156
676,200908,1088
676,200909,1133
676,200910,1149
676,200911,1355
676,200912,1427
676,201001,3326
676,201002,2446
676,201003,2344
676,201004,1544
676,201005,1227
676,201006,1215
676,201007,1153
677,200808,829
677,200809,850
677,200810,526
677,200811,633
677,200812,870
677,200901,914
677,200902,906
677,200903,708
677,200904,655
677,200905,809
677,200906,612
677,200907,671
677,200908,816
677,200909,650
677,200910,800
677,200911,1015
677,200912,747
677,201001,827
677,201002,521
677,201003,598
677,201004,679
677,201005,815
677,201006,603
677,201007,711
678,200808,1044
678,200809,847
678,200810,816
678,200811,986
678,200812,1087
678,200901,1091
678,200902,1072
678,200903,1075
678,200904,1017
678,200905,1094
678,200906,924
678,200907,755
678,200908,674
678,200909,463
678,200910,508
678,200911,863
678,200912,840
678,201001,949
678,201002,941
678,201003,804
678,201004,719
678,201005,664
678,201006,526
678,201007,714
679,200808,653
679,200809,683
679,200810,562
679,200811,586
679,200812,543
679,200901,498
679,200902,503
679,200903,453
679,200904,437
679,200905,461
679,200906,485
679,200907,537
679,200908,523
679,200909,573
679,200910,512
679,200911,510
679,200912,441
679,201001,589
679,201002,542
679,201003,486
679,201004,482
679,201005,394
679,201006,461
679,201007,696
680,200808,686
680,200809,687
680,200810,618
680,200811,739
680,200812,880
680,200901,891
680,200902,888
680,200903,757
680,200904,739
680,200905,795
680,200906,715
680,200907,649
680,200908,822
680,200909,708
680,200910,640
680,200911,727
680,200912,733
680,201001,799
680,201002,841
680,201003,778
680,201004,570
680,201005,631
680,201006,458
680,201007,617
681,200808,362
681,200809,401
681,200810,418
681,200811,400
681,200812,578
681,200901,668
681,200902,498
681,200903,145
681,200904,175
681,200905,463
681,200906,477
681,200907,409
681,200908,354
681,200909,415
681,200910,383
681,200911,490
681,200912,485
681,201001,632
681,201002,273
681,201003,108
681,201004,92
681,201005,293
681,201006,414
681,201007,424
682,200808,420
682,200809,381
682,200810,259
682,200811,313
682,200812,199
682,200901,265
682,200902,734
682,200903,513
682,200904,160
682,200905,136
682,200906,136
682,200907,192
682,200908,231
682,200909,228
682,200910,274
682,200911,180
682,200912,161
682,201001,209
682,201002,164
682,201003,245
682,201004,202
682,201005,186
682,201006,239
682,201007,232
683,200808,538
683,200809,525
683,200810,428
683,200811,428
683,200812,524
683,200901,596
683,200902,481
683,200903,479
683,200904,385
683,200905,433
683,200906,464
683,200907,459
683,200908,519
683,200909,337
683,200910,359
683,200911,374
683,200912,424
683,201001,531
683,201002,423
683,201003,436
683,201004,449
683,201005,425
683,201006,367
683,201007,418
684,200808,911
684,200809,851
684,200810,4649
684,200811,0
684,200812,5567
684,200901,5651
684,200902,4294
684,200903,4695
684,200904,3301
684,200905,2008
684,200906,876
684,200907,594
684,200908,1149
684,200909,985
684,200910,2491
684,200911,2613
684,200912,5034
684,201001,5977
684,201002,5061
684,201003,3362
684,201004,1720
684,201005,1400
684,201006,0
684,201007,1408
685,200808,268
685,200809,213
685,200810,109
685,200811,92
685,200812,230
685,200901,283
685,200902,311
685,200903,230
685,200904,180
685,200905,148
685,200906,138
685,200907,201
685,200908,160
685,200909,203
685,200910,165
685,200911,165
685,200912,156
685,201001,273
685,201002,253
685,201003,214
685,201004,143
685,201005,125
685,201006,173
685,201007,256
686,200808,596
686,200809,548
686,200810,600
686,200811,653
686,200812,639
686,200901,893
686,200902,818
686,200903,735
686,200904,595
686,200905,597
686,200906,468
686,200907,544
686,200908,715
686,200909,623
686,200910,668
686,200911,893
686,200912,934
686,201001,1167
686,201002,909
686,201003,799
686,201004,648
686,201005,609
686,201006,508
686,201007,604
687,200808,399
687,200809,405
687,200810,441
687,200811,453
687,200812,540
687,200901,560
687,200902,462
687,200903,414
687,200904,378
687,200905,385
687,200906,304
687,200907,297
687,200908,337
687,200909,296
687,200910,339
687,200911,378
687,200912,422
687,201001,566
687,201002,435
687,201003,407
687,201004,356
687,201005,381
687,201006,310
687,201007,310
688,200808,438
688,200809,483
688,200810,568
688,200811,604
688,200812,893
688,200901,931
688,200902,705
688,200903,674
688,200904,704
688,200905,799
688,200906,664
688,200907,552
688,200908,580
688,200909,530
688,200910,706
688,200911,792
688,200912,1015
688,201001,1144
688,201002,684
688,201003,928
688,201004,576
688,201005,753
688,201006,523
688,201007,725
689,200808,220
689,200809,279
689,200810,206
689,200811,191
689,200812,181
689,200901,229
689,200902,243
689,200903,158
689,200904,148
689,200905,159
689,200906,136
689,200907,185
689,200908,163
689,200909,226
689,200910,210
689,200911,214
689,200912,212
689,201001,215
689,201002,205
689,201003,207
689,201004,214
689,201005,239
689,201006,225
689,201007,277
690,200808,1355
690,200809,1495
690,200810,1881
690,200811,1274
690,200812,3076
690,200901,7476
690,200902,5934
690,200903,4240
690,200904,3021
690,200905,2375
690,200906,1702
690,200907,1323
690,200908,1020
690,200909,1006
690,200910,1367
690,200911,2864
690,200912,3279
690,201001,4979
690,201002,5284
690,201003,3646
690,201004,2432
690,201005,2140
690,201006,1312
690,201007,1405
691,200808,441
691,200809,484
691,200810,438
691,200811,441
691,200812,532
691,200901,611
691,200902,491
691,200903,549
691,200904,498
691,200905,494
691,200906,340
691,200907,356
691,200908,349
691,200909,350
691,200910,317
691,200911,313
691,200912,340
691,201001,429
691,201002,369
691,201003,359
691,201004,336
691,201005,340
691,201006,322
691,201007,395
692,200808,1099
692,200809,1105
692,200810,808
692,200811,762
692,200812,947
692,200901,1026
692,200902,976
692,200903,881
692,200904,749
692,200905,809
692,200906,853
692,200907,1040
692,200908,1061
692,200909,1196
692,200910,1123
692,200911,1303
692,200912,1033
692,201001,927
692,201002,868
692,201003,772
692,201004,624
692,201005,526
692,201006,530
692,201007,964
693,200808,1007
693,200809,1130
693,200810,1090
693,200811,1553
693,200812,2746
693,200901,3563
693,200902,3048
693,200903,2648
693,200904,2092
693,200905,1426
693,200906,1055
693,200907,1152
693,200908,1050
693,200909,1184
693,200910,1173
693,200911,1409
693,200912,2037
693,201001,3198
693,201002,2805
693,201003,1933
693,201004,1225
693,201005,1747
693,201006,1294
693,201007,1380
694,200808,248
694,200809,0
694,200810,637
694,200811,1715
694,200812,3236
694,200901,3081
694,200902,2753
694,200903,2608
694,200904,1605
694,200905,932
694,200906,0
694,200907,788
694,200908,242
694,200909,0
694,200910,1064
694,200911,1068
694,200912,2130
694,201001,2089
694,201002,0
694,201003,3569
694,201004,999
694,201005,612
694,201006,0
694,201007,630
695,200808,678
695,200809,502
695,200810,540
695,200811,487
695,200812,1069
695,200901,1314
695,200902,878
695,200903,726
695,200904,517
695,200905,563
695,200906,501
695,200907,753
695,200908,976
695,200909,666
695,200910,669
695,200911,589
695,200912,413
695,201001,1064
695,201002,648
695,201003,510
695,201004,378
695,201005,476
695,201006,401
695,201007,833
696,200808,1097
696,200809,1492
696,200810,1218
696,200811,1353
696,200812,2550
696,200901,3058
696,200902,2742
696,200903,2806
696,200904,2136
696,200905,1760
696,200906,1483
696,200907,1499
696,200908,677
696,200909,916
696,200910,1365
696,200911,1806
696,200912,2009
696,201001,3083
696,201002,2608
696,201003,2167
696,201004,1564
696,201005,1698
696,201006,1140
696,201007,1131
697,200808,607
697,200809,624
697,200810,594
697,200811,685
697,200812,661
697,200901,667
697,200902,529
697,200903,615
697,200904,495
697,200905,447
697,200906,575
697,200907,476
697,200908,571
697,200909,648
697,200910,794
697,200911,688
697,200912,621
697,201001,688
697,201002,658
697,201003,619
697,201004,446
697,201005,387
697,201006,536
697,201007,687
698,200808,1619
698,200809,0
698,200810,1642
698,200811,1701
698,200812,2356
698,200901,2127
698,200902,0
698,200903,1982
698,200904,1548
698,200905,1406
698,200906,1406
698,200907,1319
698,200908,929
698,200909,2248
698,200910,1692
698,200911,1715
698,200912,2159
698,201001,2817
698,201002,1711
698,201003,0
698,201004,2293
698,201005,0
698,201006,1012
698,201007,1626
699,200808,963
699,200809,1227
699,200810,940
699,200811,752
699,200812,676
699,200901,857
699,200902,872
